X1 X2 X3 X4 X5 y  
2 1 1.5 6 3 20
1 0 5.5 2 1 0
2 1 1.25 8 3 19
2 0 0.6 4 3 28
1 0 5.5 2 1 0
1 0 2.75 4 2 22
3 1 1.25 4 2 2
1 0 1.8 4 2 9
3 1 2.0 6 2 1
3 0 0.6 4 4 28
1 1 0.8 6 3 27
2 0 1.4 4 3 8
1 0 3.6666666666666665 4 2 22
2 0 0.8461538461538461 4 6 21
2 1 0.5 2 5 11
1 0 2.75 4 3 22
1 1 0.75 4 4 15
1 0 5.5 2 1 0
2 0 1.0 4 4 24
2 0 0.9 6 4 1
2 0 1.5 4 2 24
1 0 1.8 2 2 9
1 0 11.0 2 1 0
3 1 1.0 6 3 12
1 0 0.7 4 5 7
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
3 1 0.8333333333333334 4 3 28
1 1 1.25 4 3 17
2 1 1.5 6 3 20
1 1 1.0 6 3 27
2 0 2.0 6 2 1
3 0 0.6 4 4 28
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
1 0 1.0 4 3 7
2 0 1.0 6 3 27
1 0 1.6666666666666667 4 4 22
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
1 0 1.0 4 3 7
1 0 1.375 6 2 21
3 1 1.0 4 2 2
1 1 0.8 6 3 27
1 0 2.6666666666666665 2 2 9
1 0 1.0 4 2 17
2 0 0.8 6 3 1
1 0 1.1666666666666667 4 3 7
1 0 11.0 2 1 0
1 0 3.6666666666666665 2 1 22
3 0 0.6666666666666666 8 2 22
1 1 1.0 4 3 26
2 0 0.9 6 4 1
2 0 1.5 4 2 24
2 1 0.5 2 5 11
3 1 0.8333333333333334 4 3 28
2 1 1.0 6 5 19
1 0 1.5714285714285714 6 2 21
1 0 2.75 4 3 22
3 0 0.6 4 4 28
1 0 5.5 2 1 0
1 0 2.75 4 2 22
3 1 1.25 4 2 2
2 1 1.8 4 2 9
2 0 2.0 6 2 1
3 0 0.6 4 4 28
1 0 5.5 2 1 0
1 0 2.75 4 2 22
1 1 1.0 4 3 23
2 1 0.5 4 5 11
2 1 0.38461538461538464 4 6 11
1 0 5.5 2 1 0
2 0 0.5 4 4 2
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
2 1 0.6666666666666666 4 3 5
2 1 1.375 6 3 21
2 0 1.0 6 3 27
1 1 1.2 4 3 23
4 0 0.6666666666666666 4 4 28
3 1 1.5 6 2 1
2 0 0.8333333333333334 6 3 17
2 0 1.0 6 3 1
1 0 2.0 4 2 9
3 0 0.9090909090909091 8 4 28
1 0 1.0 4 2 17
4 2 0.8333333333333334 4 3 28
1 0 5.5 2 1 0
2 0 1.0 4 4 24
1 0 5.5 2 1 0
1 0 2.75 4 2 22
1 1 0.8 6 3 27
1 1 1.0 4 3 29
3 0 0.9090909090909091 6 4 28
1 1 0.8 6 3 27
2 0 0.6 6 4 4
1 1 0.8 4 3 23
3 1 1.0 6 4 17
1 1 1.0 4 3 23
2 0 1.0 4 4 24
1 0 5.5 2 1 0
1 1 1.0 4 3 29
1 2 1.25 4 4 26
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
3 0 0.6 4 4 28
2 0 2.0 6 2 1
1 0 1.1666666666666667 4 3 7
1 0 5.5 2 1 0
1 0 2.75 4 2 22
2 1 0.6666666666666666 4 3 5
2 1 1.5 6 3 19
1 0 1.5555555555555556 4 4 22
2 0 2.0 6 2 1
1 0 1.375 6 3 21
1 0 2.75 2 2 22
2 1 1.0 4 5 23
1 1 1.2 4 3 23
2 0 0.8888888888888888 4 4 24
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
1 0 1.0 4 3 7
1 0 1.5714285714285714 6 2 21
4 1 0.8333333333333334 4 3 2
1 1 1.0 6 3 27
1 0 2.6666666666666665 2 2 9
3 1 1.5 6 2 1
2 0 1.0 4 4 24
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
4 1 0.8333333333333334 6 3 18
1 0 5.5 2 1 0
3 0 1.25 8 3 19
2 1 2.0 4 2 9
3 0 0.9090909090909091 8 4 28
1 1 1.2 4 3 23
2 1 0.38461538461538464 4 6 11
1 0 5.5 2 1 0
1 0 0.875 4 2 17
1 0 1.4 4 2 7
2 1 0.875 4 3 17
1 1 1.2 4 3 23
4 2 0.8333333333333334 4 3 28
1 0 1.4 4 2 7
1 0 1.5714285714285714 6 2 21
1 0 2.75 4 3 22
3 0 0.6 4 4 28
1 0 5.5 2 1 0
1 0 2.75 4 2 22
3 1 1.25 4 2 2
1 0 1.8 4 2 9
3 1 2.0 6 2 1
3 0 0.6 4 4 28
1 0 0.9166666666666666 4 6 22
5 2 1.3333333333333333 6 3 22
1 0 0.8 2 3 12
1 1 1.0 6 3 27
2 0 1.0 4 4 24
1 0 5.5 2 1 0
1 1 1.0 4 4 29
1 0 1.375 6 2 21
1 0 5.5 2 1 0
1 0 1.6 4 3 7
2 0 3.0 6 2 28
2 1 0.6 4 5 23
3 0 0.6 4 4 28
3 1 1.25 6 4 20
1 0 5.5 2 1 0
1 0 1.6666666666666667 4 4 22
2 1 1.25 8 3 19
4 2 1.0 4 3 28
1 2 1.25 6 4 26
1 0 5.5 2 2 0
1 0 2.75 4 2 22
2 1 1.5 6 3 20
1 0 1.1666666666666667 4 3 7
1 0 1.5714285714285714 6 2 21
1 0 2.75 2 3 22
3 0 0.6 4 4 28
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
5 2 1.25 4 3 2
2 1 1.5 4 2 9
2 0 2.0 6 2 1
3 0 0.6 4 4 28
4 1 0.5833333333333334 6 7 1
2 0 1.6666666666666667 4 2 17
2 1 2.0 4 2 1
3 0 0.9090909090909091 6 4 9
0 0 0 0 0 28
3 1 0.6 6 2 4
1 0 5.5 2 1 0
2 1 1.5 4 5 26
1 0 1.3333333333333333 4 3 7
2 0 1.75 6 2 28
2 1 1.375 6 3 21
2 0 1.0 6 3 27
2 0 1.0 4 4 24
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
5 3 1.0 4 3 3
2 1 1.5 6 3 20
1 0 5.5 2 1 0
3 0 1.25 8 3 19
3 0 0.6 4 4 28
3 1 1.5 6 2 1
2 0 1.0 6 3 27
1 0 11.0 2 1 0
2 0 0.5 4 4 1
1 1 1.2 4 3 23
3 1 0.75 6 3 4
5 2 1.0 4 4 2
1 1 1.2 4 3 23
1 1 1.0 4 4 17
2 0 1.0 6 3 24
1 0 3.6666666666666665 2 2 0
3 0 1.5 4 3 2
4 1 1.0 4 3 2
3 1 1.0 4 3 28
2 0 1.0 6 3 24
1 0 5.5 2 2 0
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
1 2 1.5 6 4 26
1 0 5.5 2 1 0
1 0 1.6 4 3 7
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
2 0 0.8333333333333334 6 3 17
2 0 1.0 4 3 8
2 0 0.5 4 4 1
1 0 3.6666666666666665 4 2 22
5 2 1.0 4 4 2
1 1 1.2 4 3 23
1 0 1.75 4 4 22
3 1 2.0 6 3 1
2 0 1.0 4 4 17
2 0 1.25 4 2 1
2 1 1.5 6 3 20
1 2 1.5 6 4 26
1 0 5.5 2 2 0
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
2 1 1.5714285714285714 6 3 21
1 0 2.75 2 3 22
3 0 0.5555555555555556 4 4 28
1 1 1.0 6 3 27
3 1 1.0 6 2 24
1 0 1.5 4 2 9
2 1 0.5833333333333334 2 5 11
1 0 1.5555555555555556 4 4 22
1 1 1.2 4 3 23
3 1 1.0 4 4 24
3 1 0.6 6 2 6
2 1 1.5714285714285714 4 5 29
1 0 3.6666666666666665 4 2 22
1 2 1.5 6 4 26
1 0 3.6666666666666665 2 2 0
3 1 2.0 6 2 1
3 1 0.6666666666666666 6 3 4
1 2 1.5 6 4 26
2 0 1.0 6 3 27
1 0 1.3333333333333333 4 3 7
3 1 1.0 6 2 24
1 0 3.6666666666666665 2 2 0
1 0 5.5 2 1 0
3 0 1.25 8 3 19
2 1 1.8 4 2 9
1 0 11.0 2 1 0
1 0 1.6 4 2 7
1 0 5.5 2 1 0
1 0 2.75 4 3 22
2 1 0.6666666666666666 4 5 23
3 1 0.8571428571428571 6 2 4
5 2 0.8333333333333334 4 4 2
1 1 1.2 4 3 23
3 1 1.0 6 4 17
1 0 6.0 2 1 0
1 0 2.75 4 3 22
1 1 1.2 4 3 23
2 1 0.6666666666666666 4 3 5
1 0 3.6666666666666665 2 2 22
3 0 0.5555555555555556 4 4 28
2 1 0.6 4 2 5
2 1 1.5 6 3 20
4 2 0.8333333333333334 4 3 28
4 0 1.25 8 4 20
2 0 6.0 2 3 0
1 0 1.1666666666666667 4 3 17
1 1 1.2 4 3 23
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
2 0 1.0 6 3 24
1 0 3.6666666666666665 2 2 0
1 1 1.0 6 3 27
1 1 1.2 4 3 23
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
2 0 1.0 6 3 24
1 0 5.5 2 2 0
2 1 1.25 8 3 19
3 0 0.5555555555555556 4 4 28
3 1 2.0 6 3 1
2 0 1.0 6 3 24
1 0 5.5 2 2 0
3 1 0.6666666666666666 6 2 4
4 2 0.8333333333333334 4 3 28
1 0 1.75 4 4 22
1 1 1.2 4 3 23
2 0 1.0 4 4 24
1 0 6.0 2 1 0
1 0 2.75 4 2 22
1 1 1.2 4 3 23
2 0 1.0 4 3 17
1 0 2.75 2 2 22
1 1 1.2 4 3 23
1 0 5.5 2 1 0
3 0 1.0 4 4 2
3 0 1.4 6 3 28
2 1 0.6666666666666666 4 5 5
1 1 1.2 4 3 23
1 0 2.75 2 2 22
2 0 1.0 4 4 24
2 0 1.0 6 3 3
2 1 1.5 6 3 20
1 0 5.5 2 1 0
2 1 1.0 8 5 19
2 1 1.5 4 5 26
2 0 1.1666666666666667 4 3 8
0 0 0 0 0 0
1 0 5.5 2 1 0
1 0 2.75 4 2 22
2 0 1.0 6 3 27
2 0 0.75 4 5 15
3 1 0.8888888888888888 4 4 24
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
3 1 0.8333333333333334 6 3 17
1 0 1.5 4 2 9
3 0 1.4 6 3 28
3 0 1.25 8 5 20
1 1 1.2 4 3 23
1 0 5.5 2 1 0
2 0 1.0 4 4 24
2 1 1.25 8 3 19
3 0 0.5555555555555556 4 4 28
1 0 6.0 2 1 0
2 1 1.0 4 3 17
2 0 1.0 6 3 24
1 0 5.5 2 1 0
3 1 1.25 8 4 20
1 2 1.5 6 4 26
3 1 1.0 4 4 24
1 1 1.0 6 3 27
1 0 6.0 2 1 0
3 1 0.6666666666666666 6 2 6
5 2 1.0 4 3 2
5 2 1.0 4 3 2
2 1 0.8571428571428571 4 5 23
1 0 6.0 2 1 0
1 0 3.6666666666666665 4 2 22
2 1 1.0 6 3 18
1 0 5.5 2 1 0
2 1 1.25 8 3 19
1 0 1.6 4 2 9
3 0 1.0 6 4 28
1 0 1.375 6 2 21
1 0 2.75 2 2 22
1 1 1.2 4 3 23
4 1 1.0 4 3 2
1 0 2.0 4 3 26
3 1 1.25 6 4 20
1 0 5.5 2 1 0
2 0 1.0 6 4 29
1 0 2.75 4 2 22
2 1 1.5 6 3 20
1 0 1.3333333333333333 4 3 7
3 0 1.5 4 3 2
2 1 0.8571428571428571 4 5 23
1 1 1.2 4 3 23
2 0 1.0 4 4 24
3 1 0.6 6 2 6
2 1 1.5714285714285714 4 5 29
1 0 1.875 4 4 22
1 0 6.0 2 1 0
1 0 3.6666666666666665 2 2 22
4 2 1.0 4 3 3
2 1 1.5 6 3 20
1 0 5.5 2 1 0
2 1 1.25 8 3 19
3 0 0.5555555555555556 4 4 28
3 1 2.3333333333333335 6 2 1
2 1 1.5714285714285714 6 3 21
1 0 2.75 2 3 22
3 0 0.5555555555555556 4 4 28
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
5 2 1.25 4 3 2
1 0 1.5 4 2 9
3 1 2.3333333333333335 6 2 1
3 0 0.6 4 4 28
1 0 5.5 2 1 0
3 0 1.1 6 5 16
1 2 1.5 6 4 26
1 0 5.5 2 1 0
1 0 2.0 4 2 9
3 0 1.25 8 3 19
2 1 1.8333333333333333 6 3 21
2 1 1.6 4 2 9
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
5 2 0.8333333333333334 4 3 2
2 1 1.5714285714285714 4 3 29
2 1 0.6666666666666666 4 2 5
2 1 0.8571428571428571 4 5 23
3 1 2.0 6 2 1
4 2 0.8333333333333334 4 3 28
3 1 0.875 4 4 24
2 0 1.0 6 3 3
2 1 1.5 6 3 20
1 0 5.5 2 1 0
2 1 1.0 8 3 19
1 0 6.0 2 1 0
1 0 2.75 4 3 22
2 1 0.6666666666666666 4 5 23
3 1 0.8571428571428571 6 2 4
5 2 1.0 4 4 2
1 1 1.2 4 3 23
3 1 1.0 6 4 17
1 1 1.0 6 3 27
3 1 0.6666666666666666 6 4 6
2 0 1.0 4 3 1
1 0 1.8 4 2 9
3 0 1.2 4 3 2
1 0 2.0 4 3 26
1 1 1.0 6 3 27
3 0 1.5 4 3 2
3 1 0.75 6 3 4
1 0 1.5 4 2 9
3 1 2.0 4 2 1
4 1 1.0 4 3 2
1 0 1.8 4 4 26
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
2 0 1.0 4 3 17
1 0 2.75 2 2 22
1 1 1.2 4 3 23
3 0 0.5555555555555556 4 4 28
2 0 1.0 6 3 27
1 0 11.0 2 1 0
2 1 1.0 4 2 17
5 2 0.8333333333333334 4 3 2
2 1 1.5 6 3 20
1 0 1.6 4 2 7
2 1 1.25 8 3 19
3 0 0.5555555555555556 4 4 28
3 0 1.5 4 3 2
3 1 0.75 6 3 4
1 0 1.5 4 2 9
2 0 0.5 4 4 1
1 1 1.0 6 3 27
1 0 6.0 2 1 0
2 0 1.0 4 2 17
1 0 2.0 4 3 15
1 1 0.75 4 7 0
1 0 2.0 2 1 17
3 1 0.6666666666666666 4 4 24
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
1 1 0.75 4 5 15
2 1 1.5714285714285714 4 5 29
3 1 1.75 4 2 1
4 0 0.25 4 4 28
1 0 6.0 2 1 0
1 0 2.2 2 2 22
2 1 1.8333333333333333 4 4 29
1 1 0.8571428571428571 4 3 13
1 0 1.0 2 2 19
4 1 0.625 6 4 28
1 1 1.0 6 3 27
3 1 0.6666666666666666 6 2 4
1 0 1.0 4 3 7
3 0 1.75 6 3 28
4 1 1.0 4 3 2
1 2 1.5 6 4 26
1 0 3.6666666666666665 2 2 0
1 1 1.0 6 3 27
2 1 1.5 4 5 26
1 1 1.2 4 3 23
4 2 1.0 4 3 28
5 2 1.0 4 3 2
1 2 1.5 6 4 26
1 0 3.6666666666666665 2 2 0
2 1 1.25 8 3 19
3 0 0.6 4 4 28
1 0 5.5 2 1 0
1 0 2.75 4 2 22
3 1 1.25 4 2 2
3 1 0.8333333333333334 6 3 17
1 0 3.6666666666666665 4 2 22
4 2 0.8333333333333334 4 4 28
1 1 1.2 4 3 23
3 0 0.6 4 4 28
3 1 1.5 6 2 1
3 1 0.8333333333333334 6 3 17
1 0 1.1666666666666667 4 3 7
1 0 2.75 4 2 22
3 0 1.25 8 4 20
1 0 1.375 6 2 21
1 0 1.75 4 4 22
1 1 1.2 4 3 23
3 1 0.875 4 4 24
1 0 6.0 2 1 0
1 0 3.6666666666666665 2 2 22
3 0 1.0 6 3 18
1 0 1.5 4 2 9
3 0 1.5 6 3 28
2 0 1.0 4 3 1
3 0 0.5555555555555556 4 4 28
1 1 1.0 6 3 27
1 1 1.2 4 3 23
4 2 0.8333333333333334 4 4 28
1 1 1.2 4 3 23
1 1 1.25 6 3 27
2 0 1.125 4 4 24
3 1 1.25 6 4 20
1 1 0.8571428571428571 4 6 13
1 0 5.5 2 1 0
1 0 1.6 4 3 7
1 1 1.25 6 3 27
2 0 0.75 4 5 15
2 0 1.0 4 3 24
4 0 0.25 4 4 28
2 0 0.75 4 5 15
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
2 0 0.8 6 3 1
1 0 5.5 2 1 0
3 0 0.5 4 4 2
1 1 1.2 4 3 23
1 0 1.25 4 2 11
2 1 2.0 2 2 9
1 0 1.0 4 3 5
5 1 0.45 4 7 28
3 0 1.0 4 3 2
1 0 1.8 4 2 9
3 1 1.5 6 2 1
2 0 1.0 6 3 27
3 0 0.9090909090909091 6 4 28
3 1 1.5 6 2 1
2 0 0.8333333333333334 6 4 17
2 0 1.0 6 3 24
1 1 1.0 6 3 27
1 0 11.0 2 1 0
2 0 1.0 4 4 24
1 0 1.375 6 2 21
1 0 1.75 4 4 22
1 1 1.0 6 3 27
3 1 1.25 6 4 20
1 0 1.1666666666666667 4 3 7
1 0 1.1666666666666667 4 3 7
1 0 11.0 2 1 0
1 0 1.8 4 2 9
3 0 0.5 4 4 2
1 0 5.5 2 1 0
1 0 2.75 4 3 22
1 1 1.2 4 3 23
1 0 1.25 4 2 11
2 1 2.0 2 2 9
1 0 1.0 4 3 5
4 0 0.45 4 7 28
1 0 0.6 4 2 5
1 1 1.0 6 3 27
1 0 1.6666666666666667 4 4 22
1 0 5.5 2 1 0
1 0 2.75 4 2 22
1 1 0.8571428571428571 4 3 13
1 0 1.3333333333333333 2 2 9
1 0 1.8 4 2 0
3 1 1.75 6 5 17
1 0 5.5 2 1 0
1 0 2.75 4 3 22
1 0 1.1666666666666667 4 3 7
1 0 11.0 2 1 0
3 1 0.6 6 2 6
1 0 3.6666666666666665 2 2 22
3 0 0.6 4 4 28
1 1 1.2 4 3 23
2 1 1.5 6 3 20
3 1 1.25 4 2 2
2 0 1.6666666666666667 6 3 24
3 1 1.0 6 4 17
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
3 1 0.8333333333333334 6 3 17
2 1 1.5 6 3 20
1 0 5.5 2 1 0
2 0 0.5 4 4 1
1 0 1.8 4 2 9
1 0 11.0 2 1 0
2 1 1.25 8 3 19
2 1 0.75 6 7 14
1 0 3.6666666666666665 4 2 22
2 0 1.0 4 3 8
1 0 3.6666666666666665 4 2 22
2 0 0.8461538461538461 6 6 21
1 1 0.8 6 3 27
2 0 0.6 6 2 6
1 0 5.5 2 1 0
2 0 0.75 4 7 13
1 1 1.0 6 3 27
1 0 11.0 2 1 0
2 0 1.0 6 2 24
2 0 1.0 4 3 24
1 0 3.6666666666666665 2 2 0
2 1 1.25 8 3 19
3 0 0.6 4 4 28
2 1 1.0 8 3 19
3 1 0.8333333333333334 4 4 28
1 1 1.0 4 3 26
1 0 0.875 4 2 17
2 1 1.5 6 3 20
2 0 0.35714285714285715 4 3 1
2 0 1.1666666666666667 4 3 8
1 0 3.6666666666666665 4 2 22
2 0 0.8461538461538461 6 6 21
2 1 1.25 8 3 20
1 0 9.0 2 1 0
1 0 2.0 4 3 23
1 0 1.8 4 2 9
1 0 11.0 2 1 0
1 0 1.0 4 2 17
2 0 0.6 4 3 28
1 0 5.5 2 1 1
1 0 3.6666666666666665 4 2 2
3 1 0.6 6 3 27
2 0 0.8 6 3 10
1 0 11.0 2 1 28
2 0 1.0 6 2 17
1 0 5.5 2 1 19
1 1 1.0 4 3 17
1 0 3.0 2 1 0
2 1 1.3333333333333333 2 3 22
1 0 1.0 4 2 28
2 0 0.8 4 3 0
3 1 1.0 6 5 2
2 1 2.0 4 2 9
3 1 0.6 6 2 4
1 0 1.5555555555555556 4 4 22
2 0 1.5 6 2 28
1 0 1.8 4 2 9
2 0 1.5 4 2 28
2 1 1.1666666666666667 4 3 7
3 1 0.9090909090909091 6 6 28
1 1 0.8571428571428571 4 3 27
1 0 1.3333333333333333 2 2 13
3 0 0.6 4 4 28
3 0 1.25 8 3 19
1 2 1.5 6 4 26
1 0 1.5555555555555556 4 4 22
1 0 2.0 4 3 23
1 0 5.5 2 1 0
1 0 2.75 4 2 22
2 1 1.5 6 3 20
2 0 0.8 4 3 1
1 1 0.8 6 3 27
1 0 2.6666666666666665 2 2 9
1 0 2.0 4 4 23
1 0 2.75 4 3 22
1 1 1.2 4 3 23
1 0 1.1666666666666667 4 3 7
2 0 0.75 4 5 9
1 0 0.7777777777777778 4 4 11
1 0 5.5 4 2 22
1 1 1.2 4 5 23
1 0 1.0 4 3 7
1 0 1.8 4 2 9
2 1 0.5454545454545454 2 5 11
4 2 1.0 4 3 28
1 2 1.0 6 4 26
1 0 3.6666666666666665 2 2 0
1 1 0.8 6 3 27
2 0 2.0 6 2 1
2 0 1.0 6 2 24
1 0 5.5 2 1 0
3 0 1.5 6 3 28
4 1 1.0 4 3 2
1 2 1.0 6 4 26
1 0 3.6666666666666665 2 2 0
1 1 0.8 6 3 27
1 1 0.8 6 4 29
2 0 1.5 6 2 28
3 1 0.6666666666666666 6 3 4
2 0 0.3333333333333333 4 4 1
1 0 0.875 4 2 17
1 0 2.75 4 2 22
2 0 1.0 4 2 28
1 1 1.0 4 3 26
1 0 2.75 4 2 22
2 1 1.5 6 3 20
1 0 2.25 4 2 9
2 0 2.0 6 2 1
3 1 0.8333333333333334 4 3 28
1 1 1.0 4 3 26
1 0 5.5 2 1 0
1 0 3.6666666666666665 4 2 22
3 1 1.0 4 3 8
2 0 1.2 4 2 28
2 0 1.0 4 4 24
1 1 0.8 6 4 29
2 0 1.5 4 2 28
2 1 1.8 4 2 9
2 0 1.0 4 1 3
1 1 0.8 6 3 27
2 0 1.0 6 2 24
1 1 1.0 4 3 26
1 1 1.0 6 3 27
1 1 0.8571428571428571 4 3 13
2 0 0.5 4 5 28
1 1 1.0 6 3 27
1 0 11.0 2 1 0
3 1 0.6 6 2 4
2 0 0.35714285714285715 4 3 1
1 0 5.5 2 1 0
1 0 2.75 4 2 22
2 1 1.5 6 3 20
1 0 1.8 4 2 9
2 0 1.0 4 4 24
2 1 1.0 8 3 19
1 0 10.0 2 1 0
1 0 2.75 4 2 22
1 0 2.75 4 1 22
1 1 1.0 4 3 26
2 0 0.5 4 2 2
2 0 0.8 4 3 1
1 0 5.5 2 1 0
2 1 2.25 4 2 9
2 0 0.9166666666666666 4 5 21
1 1 1.0 6 3 27
2 0 0.5 6 2 2
2 0 0.8333333333333334 6 3 17
1 0 5.5 2 1 0
1 0 1.6666666666666667 4 4 22
1 0 1.0 4 4 21
3 1 1.0 4 3 2
3 0 0.7333333333333333 6 6 1
1 1 1.2 4 3 17
1 0 5.5 2 2 22
3 1 1.75 6 2 23
2 0 1.0 4 4 24
3 1 0.6 6 4 23
1 1 0.75 4 3 24
1 0 1.0 2 2 26
1 1 1.0 4 3 23
2 0 1.0 6 4 24
1 0 6.0 2 1 28
1 0 2.75 4 3 9
1 1 1.0 4 3 3
1 0 9.0 2 1 0
1 0 2.1666666666666665 4 3 24
1 0 6.0 2 1 0
2 1 0.5789473684210527 4 7 22
2 1 1.3333333333333333 2 2 23
1 0 1.0 2 2 0
3 1 1.0 4 4 23
1 0 5.5 2 1 0
1 0 2.75 4 2 22
2 0 1.1666666666666667 4 3 20
3 0 0.9090909090909091 8 4 27
0 0 0 0 0 22
1 0 0.875 4 3 0
1 0 3.6666666666666665 2 2 22
3 1 1.25 4 3 8
1 0 1.5 4 4 28
1 1 1.0 6 4 24
4 2 0.5789473684210527 4 6 24
1 1 1.0 4 3 26
1 0 2.75 4 3 23
1 1 1.0 4 3 24
2 0 1.0 6 3 22
3 1 2.0 6 3 28
3 1 0.8333333333333334 6 3 20
1 0 1.1666666666666667 4 3 14
2 1 1.25 4 5 17
2 0 1.1666666666666667 4 3 24
0 0 0 0 0 26
1 2 1.5 4 5 19
2 1 1.0 4 5 28
1 0 2.0 6 3 27
1 0 1.6666666666666667 4 4 22
3 1 2.0 6 2 0
2 1 0.6666666666666666 4 3 22
4 2 1.0 4 4 5
2 0 1.0 4 3 0
1 0 1.2 2 2 4
1 0 2.25 4 2 22
1 0 1.5 2 2 23
4 1 1.1111111111111112 6 5 23
1 0 5.5 2 1 0
1 0 2.75 2 2 22
1 1 1.0 6 3 19
1 1 0.75 4 3 20
1 0 1.6666666666666667 2 2 9
3 0 0.5555555555555556 4 4 0
1 1 1.2 4 8 5
2 0 0.875 4 6 27
1 0 0.8888888888888888 4 4 4
1 1 1.2 4 3 27
2 0 1.8 4 2 20
3 0 1.5 6 3 0
1 0 1.1666666666666667 4 3 19
2 0 1.0 6 3 28
1 0 2.75 4 2 27
1 1 1.0 4 3 13
1 0 2.75 2 2 10
1 0 2.0 4 2 0
1 0 0.6666666666666666 2 2 9
2 0 0.5 6 3 28
2 1 1.375 6 3 2
2 0 1.0 6 3 5
2 0 1.0 4 4 9
1 0 5.5 2 1 21
1 0 3.6666666666666665 4 2 3
3 1 0.8333333333333334 6 4 28
1 1 1.2 4 5 9
2 0 1.2 6 2 2
2 0 1.0 6 3 21
1 1 0.75 4 5 2
4 0 0.6666666666666666 4 4 1
1 0 1.3333333333333333 4 3 2
1 0 11.0 2 1 20
1 1 1.2 4 3 7
1 0 5.5 2 2 23
3 1 2.0 4 2 0
1 0 2.75 2 2 22
1 1 1.0 6 3 17
2 0 1.0 6 3 23
1 0 1.5 4 4 9
1 1 0.75 4 4 23
1 0 1.0 2 2 24
1 0 1.75 4 4 8
3 1 1.4 4 2 0
1 0 5.5 2 1 22
1 0 2.75 2 3 24
1 0 2.75 2 3 1
1 0 2.0 4 3 28
1 0 0.875 4 3 17
1 0 1.75 4 4 22
1 0 5.5 2 1 0
1 0 2.75 2 2 22
2 1 0.6666666666666666 4 3 24
2 1 1.5 6 3 11
2 0 1.0 6 3 0
4 0 1.0 8 5 24
1 1 1.0 4 4 24
1 0 2.25 4 2 19
2 0 1.5 4 2 24
2 0 1.5 6 2 8
4 1 0.8333333333333334 6 3 22
5 3 0.8 4 4 21
2 0 0.8 6 3 8
1 0 11.0 2 1 22
3 1 1.0 8 7 21
1 0 5.5 2 1 28
1 0 2.75 2 2 4
1 1 1.2 4 3 28
7 0 0.45454545454545453 6 5 1
1 1 1.2 4 3 23
2 0 1.0 4 4 24
1 0 2.75 2 2 22
1 1 1.0 4 3 23
1 0 5.5 2 1 0
1 0 3.6666666666666665 2 1 22
2 1 0.75 4 3 5
2 0 1.0 6 3 24
1 0 5.5 2 1 0
2 0 1.0 4 3 24
2 0 1.25 6 3 27
1 0 11.0 2 1 0
1 0 3.6666666666666665 2 1 22
2 0 1.0 6 3 17
1 1 0.8571428571428571 4 5 15
1 0 3.6666666666666665 2 2 0
2 0 1.5 6 2 1
1 0 1.8333333333333333 4 3 29
2 1 0.6666666666666666 4 2 5
2 1 1.0 4 3 7
1 1 0.8 6 3 27
1 0 1.75 4 2 7
1 1 0.8 6 3 27
1 0 3.6666666666666665 2 1 22
2 1 1.5 6 3 20
1 0 1.4 4 2 7
1 0 1.0 4 2 17
2 0 1.0 6 3 24
1 0 10.0 2 1 0
3 0 0.9090909090909091 8 4 28
3 1 0.5454545454545454 6 2 6
1 0 10.0 2 1 0
2 0 0.8571428571428571 4 7 13
1 1 1.25 6 3 27
1 1 1.25 6 3 27
2 0 0.8571428571428571 4 7 13
2 0 1.5 6 2 1
1 0 5.5 2 1 0
1 1 0.8 4 4 29
2 1 1.0 4 4 26
2 0 1.0 4 3 2
1 1 1.0 4 3 23
1 0 5.5 2 1 0
1 0 2.4 4 3 23
2 0 1.5 6 2 1
1 2 1.25 6 3 26
1 0 3.6666666666666665 2 2 0
1 0 1.375 6 4 21
1 1 1.0 4 3 23
1 0 3.6666666666666665 2 2 0
1 1 1.0 6 3 27
3 0 1.0 4 3 2
2 0 1.0 6 3 17
1 0 5.5 2 1 0
1 0 1.6666666666666667 4 4 22
2 0 2.0 6 2 1
